attr,price,title,link,postbody,location,postdate
"
           1999 MB e320
   
           VIN: Call
           condition: good
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           odometer: 166783
           paint color: black
           title status: clean
           transmission: automatic
           type: wagon
   ",3300,Mercedes e320 station wagon (just smogged),http://sfbay.craigslist.org//sfc/cto/5805022700.html,"
Nice Mercedes-Benz station wagon.
Runs great just got back from a long distance trip.
Just had synthetic oil change and smogged .
Everything works windows sunroof lights etc.
Great family car seats seven.
Newly upgraded wheels , 18"" 2014 e350 staggered sport wheels, with Perelli tires. Great car do not want to sell just need to downsize for city parking.    ", (marina / cow hollow),2016-09-29T10:38:23-0700
"
           2005 volkswagen jetta
   
           VIN: 3VWRG71K55M636152
           condition: fair
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 149000
           paint color: grey
           size: compact
           title status: clean
           transmission: automatic
           type: sedan
   ",3000,2005 VW Jetta for repair or parts,http://sfbay.craigslist.org//sfc/cto/5812369616.html,"
I'm selling my car for repairs or for parts. It has 150k miles.

It doesn't pass SMOG because ECU is not working but there are a lot of brand new parts:
- Windshield (with rain sensor) changed 200 miles ago
- Front tires change 200 miles ago (rear tires in good shape)
- Master Cylinder
- Rear braking system (including pads)
- Battery 5000 miles ago

Body without a scratch, interior clean.

I can show all receipts from previous maintenance and new parts.

Price is negotiable.    ", (pacific heights),2016-10-04T07:39:36-0700
"
           1984 Munster
   
           fuel: gas
           title status: clean
           transmission: manual
   ",18000,Munster Car,http://sfbay.craigslist.org//sfc/cto/5777572717.html,"
Munster Car & Trailer Price: $18000 
1984 California Munster Car 
Hand Made 
Wood outside & in rolled and pleated, hood laminated wood, refinished 2014 
Porsche Seats 
New Dash and Gauges 
1835 Engine 1000 Miles on it, 2014 
3.88 Trans 2014 Rebuild by Fisher Buggies Tampa 
New dash and gauges 
Show winner 

Custom Trailer hitch to pull coffin 
It is hand made in California by the men who build for George Barris. They build this on the side for there own, I hand been told by a man that was there in 1983 and helped. I didnt get his name, 
The Pictures are in the last year. 

 The dash is new I dipped the skulls and added new gauges, I want to add a switch set on dash when I figure what I want 
I just had ground effect lighting on trailer and car. Change colors and blinks as you want them to. 
What are the special features of the car? Wood paneling on the outside and inside with rolled and pleated leather inside , Porsche seats are original .the hood is wood veneer 

More info on the motor? I can call Fisher Buggy and see what else I can get. 1835 CC, duel carbs, electronic dist. all new rebuilt 

Transmission is a 4 speed? Yes, 388 gears for top end, do not push it, only cruise and shows 

Coffin comes with the car? Yes it does, hand made also just for the car. 80 hand welded leaves all around as you can see. Ground effects also under trailer, Bats eyes lite up, just had clothe on inside and just bought full length Plexiglas mirror for under lid bought mirror for inside of lid. 

6' Coffin Trailer Hand Made Florida 
80 Designed pieces hand welded on frame , LED lights, even bats light up.    ",,2016-09-11T19:43:43-0700
"
           2016 CREDIT REPAIR
   
           fuel: other
           title status: clean
           transmission: other
   ","
  
    
    hide this posting
  
  
    
    unhide
  
",BOOST UP CREDIT SCORE | AMAZING 10 DAYS CREDIT SWEEP | MAJOR DELETION,http://sfbay.craigslist.org//sfc/cto/5803378496.html,"

Discover How EASY & FAST it can be, THIS WORKS, NO GAMES

All kind of Tradelines

Start Repairing Your Credit Today! - ZipMaxz Credit Repair


    ",,2016-09-28T10:22:51-0700
"
           2017 Uber
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",700,Become a uber driver earn $700,http://sfbay.craigslist.org//sfc/cto/5812385551.html,"
If you want to make easy money on your own time click the link sign up  you can make 2200 in one week   https://partners.uber.com/i/x1j445qwue    ", (financial district),2016-10-04T07:48:20-0700
"
           2017 Lyft
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",500,Join Lyft and get $500 bonus,http://sfbay.craigslist.org//sfc/cto/5812395327.html,"
Join Lyft today and earn $500 bonus 
https://www.lyft.com/drivers/DEXTER429683. Terms apply.    ", (financial district),2016-10-04T07:53:40-0700
"
           2005 hyundai santa fe
   
           condition: excellent
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           paint color: blue
           size: full-size
           title status: clean
           transmission: automatic
           type: SUV
   ",1500,leatherInteriorO5 Hyundai Santa fe,http://sfbay.craigslist.org//sfc/cto/5803770922.html,"
Hyundai Santa Fe SUV, blue. 89k miles. Automatic Transmission. AM/FM/XM/CD Radio. Cruise control. A/C and heater work great. 3.5 V6 engine and it runs great.    ",,2016-09-28T13:50:20-0700
"
           2005 hyundai santa fe
   
           condition: excellent
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           paint color: blue
           size: full-size
           title status: clean
           transmission: automatic
           type: SUV
   ",1500,powerLocksO5 Hyundai Santa fe,http://sfbay.craigslist.org//sfc/cto/5803953619.html,"
Runs and drive great, cold ac, good heat, power window, door locks. Has good tires, interior is good. Automatic, 6 cylinder, P/W, P/L, Clean title, clean car fax available, perfect condition 
 show contact info
    ",,2016-09-28T15:45:32-0700
"
           2005 hyundai santa fe
   
           condition: excellent
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           paint color: blue
           size: full-size
           title status: clean
           transmission: automatic
           type: SUV
   ",1500,sunroofPerfectO5 Hyundai Santa fe,http://sfbay.craigslist.org//sfc/cto/5803967544.html,"
Automatic, 6 cylinder, P/W, P/L, Clean title, clean car fax available, perfect condition. A/C and heater work perfect, with an automatic transmission. Brand new tires.    ",,2016-09-28T15:55:13-0700
"
           2008 NISSAN ALTIMA 2.5S
   
           VIN: 1N4AL21E38N504404
           condition: good
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 96796
           paint color: red
           size: full-size
           title status: clean
           transmission: automatic
           type: sedan
   ",6999,2008 Nissan Altima 2.5S,http://sfbay.craigslist.org//sfc/cto/5812415693.html,"
Am selling my 2008 Nissan Altima 2.5S clean title with 96,796 miles on it, am selling it for $6999.00 or best offer, the registration is pay until April 2017 and the smoke test certification on hand just did it on 08/15/16 and change the oil already, runs good some manors scratches, driver side window not working, the tires are almost new, wheels have some scratches, have tinting windows. If you interested text me at 
 show contact info
    ", (potrero hill),2016-10-04T08:04:24-0700
"
           2006 Super Mini Convertable
   
           VIN: WMWRH33556TK59614
           fuel: gas
           odometer: 79813
           title status: clean
           transmission: automatic
   ",8900,2006 Super Mini Cooper Convertable,http://sfbay.craigslist.org//sfc/cto/5812389307.html,"
This is a convertible sports car and handles the road well. It has a brand new transmission (a 7 thousand $ value). No damage and has only 79k on the odometer. Call john if interested. 80five-nine for four-for to one two.
Oh yes, it has new tires
The transmission is either a shift style OR an automatic. According to how you select the mode.    ", (lower nob hill),2016-10-04T07:50:20-0700
"
           2012 toyota
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",5000,2012 Toyota RAV4 Limited,http://sfbay.craigslist.org//sfc/cto/5812420877.html,"
It is in excellent condition inside and out with clean title and clean history.
Navigation system,
 Enhanced stability control,
 Keyless entry, 
 Air conditioning,
 Power windows,
 Power door locks, 
 Cruise control
    ", (alamo square / nopa),2016-10-04T08:07:08-0700
"
           2006 jaguar vanden plas
   
           condition: excellent
           fuel: gas
           odometer: 55419
           paint color: white
           size: full-size
           title status: clean
           transmission: automatic
           type: sedan
   ",16000,2006 Jaguar XJ8 Vanden Plas Sedan,http://sfbay.craigslist.org//sfc/cto/5770526451.html,"
Extended Warranty through 1/3/2018 with Jaguar
 2nd owner
 Low Miles (55,419)
 Excellent Condition
 Clean Carfax
 Silver with beige interior
 GPS
 Sits in garage (I have company car so Jag is garaged)
 Call 
 show contact info

 No TRADES!
 $16,000    ", (laurel hts / presidio),2016-09-07T10:29:30-0700
"
           2001 bmw 325i
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",4400,Bmw 325i 2001 Clean tittle runs strong low miles,http://sfbay.craigslist.org//sfc/cto/5812430664.html,"
Clean tittle 
117k Miles
Smog passed
Reg til March 2017
Automatic transmission 
Leather Seats

Angel eyes headlight
Sport muffler
Coilovers suspension

Recent service done from June 2016
-pulley tensioner
-timing belt/ aircon belt
-radiator & Upper & lower hose
-alternator
-bnew tires

Issue: pvc valve needs to be replace which cost 170$ Doesn't affect the performance of the car 

60$ = pvc valve
100$ = shop labor

I can deduct it to my asking price.

Reason for selling: Just bought a new car. I don't wanna pay for two car insurance.

    ",,2016-10-04T08:12:14-0700
"
           2004 ACCORD 3.0EXVERYCLEAN
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",1500,2004 HONDA ACCORD 3.0EXVERYCLEAN,http://sfbay.craigslist.org//sfc/cto/5812433023.html,"
2004 Honda Accord EX
6 cylinder
Automatic Transmission
Cold AC/Heat
Power windows and doors
Sunroof
Good tires
Keyless entry
Runs and handles great. 
Dependable transportation.
2 owner vehicle.
Clean title in hand.
$88000obo
 show contact info
    ",,2016-10-04T08:13:25-0700
"
           2017 Uber
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",700,Become a uber driver earn $700,http://sfbay.craigslist.org//sfc/cto/5812390679.html,"
Hey! Come drive Uber with me and get an easy $700 when you sign up in San Francisco Bay Area 
https://partners.uber.com/i/x1j445qwue    ", (financial district),2016-10-04T07:51:04-0700
"
           2007 BMW Alpina B7
   
           VIN: Wbahl83547dt89533
           condition: excellent
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 80375
           paint color: black
           title status: clean
           transmission: automatic
   ",23500,2007 BMW Alpina B7-Supercharged 500 hp,http://sfbay.craigslist.org//sfc/cto/5809029335.html,"
I am selling my wife's 2007 BMW E65 Alpina b7. This is a real Alpina B7 that is completely original besides the tinted windows. The car is extremely rare, only 200 were imported into the US in 2007 and another 600 were imported in 2008. The original MSRP on this car was 125k.

Alpina is a company located in Germany, close to BMW, that works with BMW to make limited specialty cars. Alpina changes the engine to a supercharged 4.4 liter, forged internals, v8 that has 500 hp and 516 lb-ft. Alpina also upgrades/changes the suspension, brakes, wheels, bumpers, spoiler, suede headliner, alpina steering wheel and gauges. This car comes with every option possible that the 7 series comes with and also has night vision (yes that's right night vision, which is pretty cool) and has the rear entertainment package.

The car is in overall great shape inside and out. The car has always garaged. The car has never been tracked or abused. My wife got this car for the ""wow factor"", not for the power. My wife and I just had a baby girl and it's time for us to get a more economical car for the family.

Please let me know if you have any questions. You can call, text or email me. 
 show contact info
    ", (Gold River),2016-10-02T00:17:04-0700
"
           1966 Ford f250
   
           condition: good
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           paint color: white
           size: full-size
           title status: clean
           transmission: manual
           type: pickup
   ",2500,1966 ford f250 w/410 big block,http://sfbay.craigslist.org//sfc/cto/5788509520.html,"
Hello, For sale is my 1966 Ford f250. This truck has a 1966 Mercy Montclair 410 Big block transplant. The engine is very strong.The engine has the 390's bore (4.05 inches or 102.87 mm) but had 3.98 inches (101.09 mm) of stroke """" the same as the concurrently produced 428 motor. This added stroke produced 410.0 cubic inches (6.7 liters) of displacement. Compression ratio was 10.5 to 1. 4 speed. 8 foot bed. The bed is a newer style. Lumber rack, Very nice stereo with removal face plate. Service work performed within last month Spark plugs,clutch fan, Oil&filter. New key &Cylinder. Thermostat & gasket. Starter. The previous owner changed the steering  column so it has tilt steering. Truck comes with two service manuals. This is a 66 so expect so dent. There are a few thing that will need to be address like horn, a bulb to two. Very solid truck. Small exhaust leak. Title in my name. Reg current. If you have any questions please call 
 show contact info
that will be the only way to talk about the truck with me. No 420,Trades. I do not need help selling this truck.    ", (Ukiah),2016-09-19T05:54:30-0700
"
           2004 Toyota Prius
   
           fuel: hybrid
           title status: clean
           transmission: automatic
   ",4200,2004 Toyota Prius,http://sfbay.craigslist.org//sfc/cto/5808934922.html,"
Up for sale is my 04 Prius. The car runs great. No mechanical issues, no check engine, no electrical issues. The car has 136k and going up because its my daily. Upgraded rims and new tired. I have the pink slip to the vehicle as well as the smog paper work. 


 show contact info
    ",,2016-10-01T20:52:02-0700
"
           2010 Chevrolet Express 3500
   
           condition: excellent
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 167665
           paint color: white
           size: full-size
           title status: clean
           transmission: automatic
           type: van
   ",15000,2010 Chevrolet Express 3500 Box Van,http://sfbay.craigslist.org//sfc/cto/5789296186.html,"
-	Mileage: 167,665
-	Has A/C
-	GVWR: 12,300 lbs
-	6.0L L96 GM engine (warranty valid until 5/5/19 or 267,649 miles)
o	Rebuilt engine installed 5/5/16 at 167,649 miles by C&S Motor Service
-	Tire size: LT 215/85R16
-	Licensed until 10/16
-	Bed: 14' x 11'
-	4 wheel disc brakes
-	Needs alignment
-	2 tires need replacing    ", (Merced),2016-09-19T12:47:47-0700
"
           2004 nissan titan
   
           fuel: gas
           size: full-size
           title status: clean
           transmission: automatic
   ",2000,cleanPerfect2004 Nissan Titan Crew 4x4-Power Steering,http://sfbay.craigslist.org//sfc/cto/5812285679.html,"
2004 Nissan Titan. Burgundy. 109k miles. V8 4WD. Runs and sounds great. Flowmaster, exhaust, small lift. New all terrain tires. Aftermarket wheels. Inside is spotless. AC ice cold. Tinted windows. Trailer hitch. AUX cord. Everything works perfect. Truck looks great, a few spots on roof and hood where paint is chipping.
 show contact info
    ", (san francisco),2016-10-04T06:47:45-0700
"
           2012 gmc sierra
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",10000,2012 GMC Sierra 1500,http://sfbay.craigslist.org//sfc/cto/5812449442.html,"
Clean title runs excellent everithink works DVD player navigation system back up camera any questions call or tex.""wheels sound sist. 
 show contact info
    ",,2016-10-04T08:21:46-0700
"
           1940 Chevy
   
           fuel: gas
           title status: clean
           transmission: manual
   ",7200,1940 Chevy Special Deluxe 4 door,http://sfbay.craigslist.org//sfc/cto/5768500563.html,"
40 special deluxe 4 door, running, registered, very solid floors, trunk, 216 motor nice original car in & out, see pics to appreciate $7,200

 Randy 
 show contact info

 1935 1936 1937 1938 1939 1941 1942 master deluxe

    ", (Stockton),2016-09-06T08:20:39-0700
"
           2007 Subarue Impreza
   
           condition: excellent
           cylinders: 4 cylinders
           drive: 4wd
           fuel: gas
           odometer: 87000
           paint color: silver
           title status: clean
           transmission: automatic
           type: hatchback
   ",11000,2007 Subaru Impreza 2.5i Sport Wagon,http://sfbay.craigslist.org//sfc/cto/5804021480.html,"
Hello,

It's time to sell my beautiful Subaru.  It has treated me very well over the years and we've been on a few adventures.  With AWD  and only about 87,000 miles, it's still the ideal adventure machine.  Since I moved to San Francisco I just don't drive it much anymore.  Except for the occasional weekend drive, the car spends nearly all of it's time parked in a garage away from the elements.  And I just gave it a fresh wash and wax... take a look!

Make: Subaru
Model Impreza 2.5i Sport Wagon.  Automatic transmission.  AWD (All Wheel Drive).
Year: 2007
Mileage: 87,0xx
Condition: Very good
Aftermarket accessories: Tinted windows (all) and a top-of-the-line locking Yakima bicycle rack for 2 bikes.
Title & registration: Clean and in my name.
Owner: I am the original owner
I have most of the paperwork for the maintenance and oil changes performed over the years.  The car has never had a single mechanical issue.

Thanks for looking!
    ", (USF / panhandle),2016-09-28T16:34:06-0700
"
           1929 Model A
   
           condition: good
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           paint color: yellow
           title status: clean
           transmission: automatic
   ",15000,VERY COOL MODEL A HOT ROD,http://sfbay.craigslist.org//sfc/cto/5785270339.html,"
I have a very cool Model A hot rod for sale.

DRIVE :  Chevy small block 283 bored ,030 over to 288, Edelbrock Q-jet 750 cfm carb, B&M 4/71 blower, Al manifold, DUNTOV CAM (!), Specialty Products chromed headers, Cherry Bomb exhaust, Chevy 350 auto tranny, Olds 8 1/2 inch 390 rear end,  Urethane bushings, SPAL Fan, custom stainless brackets, new brakes, tires.

COACH :  1929 Model A c-cab woody, Wood coach, 'glass running boards and fenders, steel from firewall forward, Dish Mag wheels, 8's & 10's, REAL PORTHOLE side windows,  Taxi Yellow paint, dead black, carpeted interior, 100 %, CD/Stereo, custom steering wheel, Chromed front tie bar, painted A-arms, Stanton horn, 

AND MUCH much more cool hot rod stuff. CALL ME.   MARK   
 show contact info
    ", (Hollywood),2016-09-16T17:41:55-0700
"
           2004 Frontier
   
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           title status: clean
           transmission: automatic
   ",2011,2004 Nissan Frontier 4WD,http://sfbay.craigslist.org//sfc/cto/5812285580.html,"
Front fog/driving lights
Auto delay off headlamps
Dusk sensing headlamps
Xenon high intensity discharge headlamp
2 front headrests
2 rear headrests;    ", (San Francisco),2016-10-04T06:47:41-0700
"
           2010 Mazda Mazda3
   
           condition: good
           fuel: gas
           odometer: 36825
           paint color: white
           size: compact
           title status: clean
           transmission: manual
   ",8750,2010 Mazda Mazda3 LOW MILEAGE,http://sfbay.craigslist.org//sfc/cto/5812499452.html,"
I'm selling my 2010 Mazda3. It's got very low mileage (36,825) and is in great condition. It's a fantastic commuter car and has been sitting in a garage for the last half year except for the occasional keep the battery going ride. One note, it is a 5 speed manual transmission.

Only serious inquiries only.    ", (potrero hill),2016-10-04T08:46:55-0700
"
           2006 mercedes-benz c230
   
           condition: excellent
           fuel: gas
           title status: clean
           transmission: automatic
   ",8700,Mercedes Benz 2006 C230,http://sfbay.craigslist.org//sfc/cto/5806256344.html,"
I'm selling my garage kept 2006 Mercedes Benz c230 due to having too many cars. Car has low miles and I am the 3rd owner of this vehicle. Car has well kept interior and exterior and I have service receipts for the vehicle also. I'm asking $8700 obo. Pink Slip in hand No trades or low ball offers. Please serious buyers only. Cash only. Please contact me for information at 
 show contact info
my name is Howie

2006 Mercedes-Benz Amg body
97,578 
C-Class
C230 Sport Package
4-door Sedan
2.5L V6 DOHC 24V
7 Speed Automatic Transmission
Black Leather Interior in great condition 9/10
Pewter Exterior 9/10 well kept
Power seats
Touch Screen Navigation/Dvd/Bluetooth
19' Benz wheels with new tires
Sunroof/Moonroof
Clean Title

    ", (Sacramento),2016-09-30T07:33:20-0700
"
           1987 volkswagen vanagon syncro
   
           condition: good
           cylinders: 4 cylinders
           drive: 4wd
           fuel: gas
           title status: clean
           transmission: manual
           type: van
   ",12500,VW Vanagon Syncro,http://sfbay.craigslist.org//sfc/cto/5812504758.html,"
Selling my Syncro for someone that can love it. The mechanical condition it is in is rare for this price range. The engine has been rebuilt, and is running on 38000 miles. A week ago I had a cylinder head replaced, new alternator mount, and the entire engine serviced. In September the alternator and alternator belt were replaced. It is running extremely well. The body has small rust and few dents. It is original paint.    ", (excelsior / outer mission),2016-10-04T08:49:36-0700
"
           1998 Toyota sienna
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",4500,1998 Toyota sienna  83k clean title,http://sfbay.craigslist.org//sfc/cto/5812506439.html,"
Selling 1998 Toyota sienna le power window n lock, , clean title, it runs strong, good condition, 83k mileage, live in s f , 10 to 15 mileage per day, that is why so low mileage, 4500, cash only plz 415-298--0three70, yuan, key: Honda Toyota Nissan Mazda accord civic corolla sienna odyssey MVP , no dealer !!!!!!!!!!!!!!    ", (glen park),2016-10-04T08:50:29-0700
"
           2010 [ Malibu
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",2000,good10 Chevy Malibu roxnzrakhr,http://sfbay.craigslist.org//sfc/cto/5812481910.html,"
Heated Front Sport Bucket Seats
Premium Sound
Security system
okjxm

paigecla25@gmail.com
    ", (SF bay area),2016-10-04T08:37:54-0700
"
           2004 Mercedes clk
   
           cylinders: 6 cylinders
           fuel: gas
           odometer: 106
           title status: clean
           transmission: automatic
   ",7800,2004 Mercedes clean tit trad for van 4door bens bmw suv 04 up,http://sfbay.craigslist.org//sfc/cto/5812508631.html,"
Selling 2004 Mercedes Benz clk320 v6 clean title on hand automati leather sea sun roof all power. ecellent  condition ,it runs very strong, silver colour,106k, 7800$, cash only plz call 415-565-91one5 lee, trade for honda toyota van 2005 up，       Key: Toyota Honda Nissan BMW Lexus  no dealer. !!!!!!!!!!!!!!!!!!!!!!!!!    ", (glen park),2016-10-04T08:51:35-0700
"
           2005 mercedes-benz g55 amg
   
           condition: excellent
           cylinders: 8 cylinders
           drive: 4wd
           fuel: gas
           odometer: 84000
           paint color: black
           title status: clean
           transmission: automatic
           type: SUV
   ",54900,2005 Mercedes-Benz G55 AMG - Low Miles,http://sfbay.craigslist.org//sfc/cto/5812513116.html,"
Private Sale, save on taxes!
Selling my black on black 2005 Mercedes-Benz G55 AMG with black leather interior and white stitched designo package seats. The truck has been babied and has only 84k miles. Interior is in great shape no rips or tears. Comes fully loaded with designo sports package, navigation and back up sensors. Clean CA title, truck has been meticulously maintained throughout the years and spent its entire life in CA. It runs and looks like new. There is no body damage or rust anywhere on the vehicle, has one scratch otherwise like new. It is as clean as you will find the only thing that was repainted on the truck was the wheel cover after a stop and go tap. 

I have spent thousands upgrading this G55 to look like the new models. It has xenon projector headlights with hid bulbs, updated grill, Led tail lights and new 22"" rims with new tires. I have also redone the headliner and upgraded it with all new upholstery, no expense spared. This gwagon is turn key ready, comes detailed and is a real head turner.

In 2005 the G55 received a significant power boost with a 5.5L supercharged V8 that cranks out 469hp and 516 torque which is 30% more power than the 369hp 2003-2004 G55 or 5.0L 292hp G500. This makes it one of the fastest and best sounding suvs available.

I have recently spent thousands on service and the truck will be taken to Mercedes for an inspection which will be provided to the buyer for peace of mind. No leaks or issues whatsoever. Please do not waste my time or send me low ball offers.

Prefer a straight sale but would be open to trades for a clean exotic or high end vehicle such as an Audi R8, Aston Martin Vantage, Bentley Continental, Lamborghini Gallardo or Porsche 911. If trading I must net more than my asking price, also willing to add cash for the right car. If serious please call or text.    ", (financial district),2016-10-04T08:54:00-0700
"
           2008 toyota prius
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",2500,no pets 08 Prius,http://sfbay.craigslist.org//sfc/cto/5812371057.html,"
I have a 2008 Toyota Prius with only 48K Original Miles. Van was purchased at Toyota World. Owned over 6 years. Car drives great, clean cloth interior. A/C, Power steering, everything works! Non-Smoker and Clean Title.    ", (bernal heights),2016-10-04T07:40:54-0700
"
           1991 ZR1 CORVETTE
   
           fuel: gas
           odometer: 25000
           title status: clean
           transmission: manual
   ",29500,1991 ZR1 CORVETTE,http://sfbay.craigslist.org//sfc/cto/5805556773.html,"
2ND OWNER 
 25K MILES 
 KENWOOD STEREO
 EXCELLENT CONDITION
 BOTH TOPS
 BLACK LEATHER
NEW INJECTORS AND OIL PAN    ", (RENO NV),2016-09-29T15:54:47-0700
"
           2005 Toyota
   
           fuel: gas
           title status: rebuilt
           transmission: automatic
   ",5800,2005 Toyota corolla s low mil,http://sfbay.craigslist.org//sfc/cto/5812505448.html,"
Selling 2005 Toyota corolla s ,4 doors automati power window n lock, keyless alarm entrance register 1/24/17 title on hand,,It runs good, 5800 cash only plz call 415-509-6two83 ken, keyword: 2005 2006 2007 2005 Toyota Honda Nissan  no dealer !!!!!!!!!!    ", (glen park),2016-10-04T08:49:57-0700
"
           1998 toyota corolla
   
           condition: good
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           paint color: red
           size: compact
           title status: clean
           transmission: automatic
           type: sedan
   ",1600,Toyota Corolla 1998,http://sfbay.craigslist.org//sfc/cto/5799148144.html,"
Selling my Toyota Corolla 1998. It has 247000 miles, runs like a champ.  Its AC blows cold, has a cd player and am/fm radio. Gets 38mpg and great for commuting or new driver needing car. smog is passed.  Just give me call or text if you have any questions my number is  
 show contact info
    ",,2016-09-25T17:55:32-0700
"
           2011 Chevy Silverado LTZ
   
           VIN: 2105647955 cal my
           fuel: diesel
           title status: salvage
           transmission: automatic
   ",6000,Chevy Silverado LTZ crew cab z71 4 doors,http://sfbay.craigslist.org//sfc/cto/5808340250.html,"
With 71,000 Miles 2011 Chevy Silverado LTZ crew cab z71 4 doors runs excellent condition like new, tan leather interior, automatic call text my 
 show contact info
    ",,2016-10-01T12:18:56-0700
"
           1988 oldsmobile cutlass ciera
   
           condition: fair
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           paint color: brown
           size: full-size
           title status: clean
           transmission: automatic
           type: sedan
   ",1000,1988 Oldsmobile cutlass Ciera,http://sfbay.craigslist.org//sfc/cto/5812558414.html,"
1988 Oldsmobile  cutlass Ciera 4 door automatic runs good currently Smog and  registered $1000 Obo 
 show contact info
    ", (cole valley / ashbury hts),2016-10-04T09:16:43-0700
"
           2013 Silverado LT Single Cab
   
           condition: excellent
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 41800
           title status: salvage
           transmission: automatic
   ",16995,2013 Chevy Silverado Single Cab LT 5.3L V8,http://sfbay.craigslist.org//sfc/cto/5766083792.html,"
2013 Chevrolet Silverado Single Cab LT 5.3L 41xxx miles.. leveling kit.. remote start all ELECTRIC tow package (line x bed liner!!).. showroom condition!
Salvage cosmetic scratches last year all fixed now! no other damage!
title in hand. tags august 2017
Kevin Five 62.64five.six5O8 hablo espanol ** truck is in los angeles, ca    ", (Sfbay),2016-09-04T15:20:08-0700
"
           1996 Audi
   
           condition: good
           cylinders: other
           drive: fwd
           fuel: gas
           odometer: 144000
           paint color: blue
           size: mid-size
           title status: clean
           transmission: manual
           type: sedan
   ",2500,1996  Audi  A4 quatro,http://sfbay.craigslist.org//sfc/cto/5812560805.html,"
1996 Audi A4  quatro 5 speed 144k smoged and reg ready to drive looks and runs great $2500 Obo 
 show contact info
    ", (San francisco),2016-10-04T09:17:53-0700
"
           1996 jeep grand cherokee
   
           cylinders: 6 cylinders
           drive: fwd
           fuel: gas
           paint color: brown
           size: mid-size
           title status: clean
           transmission: other
           type: other
   ","
  
    
    hide this posting
  
  
    
    unhide
  
",many of cars that need work must  go. 500 and up,http://sfbay.craigslist.org//sfc/cto/5812561545.html,"
blow out sales many of cars that need work must go


jeeps Toyota Chevy Mazda and more all cars need some work some cars need reg  but they run  
 show contact info
   mike



$500 and up    ", (san francisco),2016-10-04T09:18:15-0700
"
           2012 lincoln mkz hybrid
   
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: hybrid
           odometer: 59700
           paint color: red
           size: full-size
           title status: salvage
           transmission: automatic
           type: sedan
   ",12699,"2012 LINCOLN MKZ HYBRID, ONLY 59k ML; FULLY LOADED EXCELLENT COND",http://sfbay.craigslist.org//sfc/cto/5812377390.html,"
2012 LINCOLN MKZ HYBRID WITH ONLY 59k MILES, 
EXCELLENT CONDITION!
 LEATHER SEATS; NAVIGATION, REAR CAMERA; COOLING & HEATING FRONT SEATS;
 SAVE ON GAS; MPG CITY- 37, FREEWAY -40;
 It comes equipped with a 2.5L I4 Hybrid engine. . .41MPG City--36MPG HWY, and automatic transmission and includes power windows/locks/mirrors, keyless/keypad entry, SYNC, steering wheel audio/cruise/phone controls, AM/FM/CD/Sat/Aux and more! Hard to beat this kind of fuel economy with this much style...save the environment and make the neighbors jealous all in one go!
 You are looking on a vehicle in fully drivable condition. Some time ago it was involved in a accident with small damage to front end. NO FRAME DAMAGE.
 This gorgeous SEDAN was repaired by a licensed shop with extensive body repair experience.
 This SEDAN has no known problems, looks stunning and drives silky-smooth. The car runs great and he transmission is very smooth shifting.
 THE CAR ALREADY REGISTERED AND HAS CALIFORNIA SALVAGE TITLE;
 EXCELLENT CONDITION; FULLY LOADED;
<><Nine 1 Six<><TWO<>TWO<><ZERO<>><65<><01<><><><>    ", (Sacramento),2016-10-04T07:43:52-0700
"
           1995 slvarado
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",1500,95 Chevy Silveradoss V8terrains,http://sfbay.craigslist.org//sfc/cto/5812564308.html,"
1995 Silverado 4wd 5.7L. 127xxx miles. Rear end leveled on 2.5"" drop shackles. Sits on brand new 33"" Toyo All terrains. Looks and runs excellent for a 1995.    ",,2016-10-04T09:19:41-0700
